REGIÃO ;PAÍS;VALOR DO CONSUMO EM BILHÕES m3;ANO
Comunidade dos Estados Independentes;Belarus;18,20875516;2017
Comunidade dos Estados Independentes;Cazaquistão;16,75292888;2017
Comunidade dos Estados Independentes;Rússia;431,1005907;2017
Comunidade dos Estados Independentes;Turcomenistão;24,75888017;2017
Comunidade dos Estados Independentes;Uzbequistão;43,10120377;2017
Comunidade dos Estados Independentes;Outros;5,052357181;2017
Oriente Médio;Arábia Saudita;109,250209;2017
Oriente Médio;Catar;39,91010995;2017
Oriente Médio;Coveite;21,02751611;2017
Oriente Médio;Emirados Árabes Unidos;74,67515517;2017
Oriente Médio;Irã;209,1136408;2017
Oriente Médio;Iraque;11,42685576;2017
Oriente Médio;Israel;9,8938475;2017
Oriente Médio;Omã;23,34480065;2017
Oriente Médio;Outros;23,51171694;2017
África;África do Sul;4,434186597;2017
África;África Central;5,168236327;2017
África;África Ocidental;22,0712172;2017
África;África Oriental;1,996286205;2017
África;Argélia;39,4625;2017
África;Egito;55,93414144;2017
África;Marrocos;1,139285439;2017
África;Outros Norte da África;9,882755158;2017
Ásia-Pacífico;Austrália;41,24223851;2017
Ásia-Pacífico;Bangladesh;26,5926724;2017
Ásia-Pacífico;China;240,43837;2017
Ásia-Pacífico;Cingapura;12,2876539;2017
Ásia-Pacífico;Coreia do Sul;49,75639277;2017
Ásia-Pacífico;Filipinas;3,774427056;2017
Ásia-Pacífico;Hong Kong;3,116138287;2017
Ásia-Pacífico;Índia;53,73554482;2017
Ásia-Pacífico;Indonésia;43,21533933;2017
Ásia-Pacífico;Japão;116,986484;2017
Ásia-Pacífico;Malásia;45,044153;2017
Ásia-Pacífico;Nova Zelândia;4,935237757;2017
Ásia-Pacífico;Paquistão;40,7395837;2017
Ásia-Pacífico;Tailândia;50,0837944;2017
Ásia-Pacífico;Taiwan;23,24506198;2017
Ásia-Pacífico;Vietnã;9,52069;2017
Ásia-Pacífico;Outros;11,41124476;2017
América do Norte;Canadá;118,27935;2018
América do Norte;Estados Unidos;819,9419575;2018
América do Norte;México;87,57437382;2018
Américas Central e do Sul;Argentina;48,70423968;2018
Américas Central e do Sul;Brasil;35,89079767;2018
Américas Central e do Sul;Chile;6,413709331;2018
Américas Central e do Sul;Colômbia;13,21011759;2018
Américas Central e do Sul;Equador;0,707233899;2018
Américas Central e do Sul;Peru;8,002282598;2018
Américas Central e do Sul;Trinidad e Tobago;17,37475018;2018
Américas Central e do Sul;Venezuela;31,61909952;2018
Américas Central e do Sul;Outros;8,01444428;2018
Europa;Alemanha;85,85072222;2018
Europa;Áustria;8,686918911;2018
Europa;Bélgica;16,8741;2018
Europa;Bulgária;3,022925;2018
Europa;Croácia;2,818621687;2018
Europa;Dinamarca;3,140157116;2018
Europa;Eslováquia;4,741621389;2018
Europa;Eslovênia;0,853056168;2018
Europa;Estônia;0,470394309;2018
Europa;Espanha;31,46887579;2018
Europa;Finlândia;2,100388889;2018
Europa;França;42,71209937;2018
Europa;Grécia ;4,72059;2018
Europa;Holanda;35,36388889;2018
Europa;Hungria;9,622416667;2018
Europa;Irlanda;5,210539183;2018
Europa;Itália;69,21408311;2018
Europa;Letônia;1,3715625;2018
Europa;Lituânia;2,238687;2018
Europa;Luxemburgo;0,795063275;2018
Europa;Macedônia;0,24283324;2018
Europa;Noruega;4,482825153;2018
Europa;Polônia;19,92605556;2018
Europa;Portugal;5,799380264;2018
Europa;República Tcheca;7,982825;2018
Europa;Reino Unido;79,25703044;2018
Europa;Romênia;11,56298764;2018
Europa;Suécia;1,016875;2018
Europa;Suíça;3,319722222;2018
Europa;Turquia;47,2325175;2018
Europa;Ucrânia;30,56907571;2018
Europa;Outros;5,332331633;2018
Comunidade dos Estados Independentes;Azerbaijão;10,8158125;2018
Comunidade dos Estados Independentes;Belarus;19,31427335;2018
Comunidade dos Estados Independentes;Cazaquistão;18,99542699;2018
Comunidade dos Estados Independentes;Rússia;454,4993134;2018
Comunidade dos Estados Independentes;Turcomenistão;28,39233038;2018
Comunidade dos Estados Independentes;Uzbequistão;44,38560177;2018
Comunidade dos Estados Independentes;Outros;5,865980972;2018
Oriente Médio;Arábia Saudita;112,1;2018
Oriente Médio;Catar;41,35957958;2018
Oriente Médio;Coveite;21,15223638;2018
Oriente Médio;Emirados Árabes Unidos;74,38679813;2018
Oriente Médio;Irã;224,1365794;2018
Oriente Médio;Iraque;14,60044633;2018
Oriente Médio;Israel;10,522925;2018
Oriente Médio;Omã;24,97507415;2018
Oriente Médio;Outros;22,57956841;2018
África;África do Sul;4,472911597;2018
África;África Central;5,027760175;2018
África;África Ocidental;23,37513933;2018
África;África Oriental;2,037411402;2018
África;Argélia;43,40875;2018
África;Egito;59,59460925;2018
África;Marrocos;1,029637485;2018
África;Outros Norte da África;9,866764146;2018
Ásia-Pacífico;Austrália;41,42733341;2018
Ásia-Pacífico;Bangladesh;27,42900143;2018
Ásia-Pacífico;China;282,9959615;2018
Ásia-Pacífico;Cingapura;12,28628195;2018
Ásia-Pacífico;Coreia do Sul;57,8040075;2018
Ásia-Pacífico;Filipinas;4,088806742;2018
Ásia-Pacífico;Hong Kong;3,017350067;2018
Ásia-Pacífico;Índia;58,09135833;2018
Ásia-Pacífico;Indonésia;44,52858709;2018
Ásia-Pacífico;Japão;115,7081557;2018
Ásia-Pacífico;Malásia;41,03658317;2018
Ásia-Pacífico;Nova Zelândia;4,408982941;2018
Ásia-Pacífico;Paquistão;43,58761069;2018
Ásia-Pacífico;Tailândia;50,01961183;2018
Ásia-Pacífico;Taiwan;23,66213781;2018
Ásia-Pacífico;Vietnã;9,65965;2018
Ásia-Pacífico;Outros;11,28213068;2018
América do Norte;Canadá;120,3124679;2019
América do Norte;Estados Unidos;846,6450519;2019
América do Norte;México;90,66742292;2019
Américas Central e do Sul;Argentina;47,49059506;2019
Américas Central e do Sul;Brasil;35,80949781;2019
Américas Central e do Sul;Chile;6,481342542;2019
Américas Central e do Sul;Colômbia;13,44644366;2019
Américas Central e do Sul;Equador;0,632050914;2019
Américas Central e do Sul;Peru;8,29993542;2019
Américas Central e do Sul;Trinidad e Tobago;17,54180704;2019
Américas Central e do Sul;Venezuela;26,45581303;2019
Américas Central e do Sul;Outros;9,195878614;2019
Europa;Alemanha;88,65684615;2019
Europa;Áustria;8,900441037;2019
Europa;Bélgica;17,3835;2019
Europa;Bulgária;2,830875;2019
Europa;Croácia;2,944638757;2019
Europa;Dinamarca;2,919394639;2019
Europa;Eslováquia;4,850844563;2019
Europa;Eslovênia;0,856711;2019
Europa;Estônia;0,430261461;2019
Europa;Espanha;36,11068057;2019
Europa;Finlândia;2,020888889;2019
Europa;França;43,43469368;2019
Europa;Grécia ;5,147146665;2019
Europa;Holanda;36,84280232;2019
Europa;Hungria;9,810906371;2019
Europa;Irlanda;5,3158847;2019
Europa;Itália;70,79061472;2019
Europa;Letônia;1,3118875;2019
Europa;Lituânia;2,157156;2019
Europa;Luxemburgo;0,795488255;2019
Europa;Macedônia;0,28274045;2019
Europa;Noruega;4,493887289;2019
Europa;Polônia;20,37706764;2019
Europa;Portugal;6,1290471;2019
Europa;República Tcheca;8,32495;2019
Europa;Reino Unido;78,84169581;2019
Europa;Romênia;10,8848221;2019
Europa;Suécia;1,049235771;2019
Europa;Suíça;3,399839269;2019
Europa;Turquia;43,22007834;2019
Europa;Ucrânia;28,20304818;2019
Europa;Outros;5,415955939;2019
Comunidade dos Estados Independentes;Azerbaijão;11,78923563;2019
Comunidade dos Estados Independentes;Belarus;19,26348353;2019
Comunidade dos Estados Independentes;Cazaquistão;17,90286728;2019
Comunidade dos Estados Independentes;Rússia;444,3127212;2019
Comunidade dos Estados Independentes;Turcomenistão;31,53263513;2019
Comunidade dos Estados Independentes;Uzbequistão;43,41338552;2019
Comunidade dos Estados Independentes;Outros;5,511999036;2019
Oriente Médio;Arábia Saudita;113,6442864;2019
Oriente Médio;Catar;41,07291422;2019
Oriente Médio;Coveite;23,51620443;2019
Oriente Médio;Emirados Árabes Unidos;75,99058252;2019
Oriente Médio;Irã;223,6183331;2019
Oriente Médio;Iraque;19,9232594;2019
Oriente Médio;Israel;10,771875;2019
Oriente Médio;Omã;25,00952269;2019
Oriente Médio;Outros;24,80595837;2019
África;África do Sul;4,283047311;2019
África;África Central;4,551439327;2019
África;África Ocidental;23,961167;2019
África;África Oriental;2,264548311;2019
África;Argélia;45,2375;2019
África;Egito;58,94526531;2019
África;Marrocos;0,975684935;2019
África;Outros Norte da África;9,909140192;2019
Ásia-Pacífico;Austrália;53,74028401;2019
Ásia-Pacífico;Bangladesh;34,35596871;2019
Ásia-Pacífico;China;307,3336141;2019
Ásia-Pacífico;Cingapura;12,7411066;2019
Ásia-Pacífico;Coreia do Sul;55,967049;2019
Ásia-Pacífico;Filipinas;4,080428706;2019
Ásia-Pacífico;Hong Kong;3,116162256;2019
Ásia-Pacífico;Índia;59,68084911;2019
Ásia-Pacífico;Indonésia;43,8173622;2019
Ásia-Pacífico;Japão;108,1211635;2019
Ásia-Pacífico;Malásia;42,28824004;2019
Ásia-Pacífico;Nova Zelândia;4,799556415;2019
Ásia-Pacífico;Paquistão;45,66428208;2019
Ásia-Pacífico;Tailândia;50,83259098;2019
Ásia-Pacífico;Taiwan;23,25982097;2019
Ásia-Pacífico;Vietnã;9,8527465;2019
Ásia-Pacífico;Outros;10,27299609;2019
